,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1740,1740,2.0,0.9089,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla unveils its new supercomputer 5th most powerful in the world to train self-driving ai - electrek news politics dojo musk electrek subscribe teslasdojo ai andrejkarpathy autopilot tesla karpathy elonmusk 
1741,1741,1.0,0.375,"car, tesla, driver, self, one, like, get, road, drive, cars",what happens when ai causes harm or violates our rights if your self-driving car gets into an accident while on autopilot are you responsible can your smart speaker legally record your private conversations 
1742,1742,2.0,0.8649,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","yours to discover worlds most rewarding system not mlm not network marketing not a job not affiliate marketing not gifting it's ""the world's first self-driving economy"" online autopilot mode "
1743,1743,1.0,0.3984,"car, tesla, driver, self, one, like, get, road, drive, cars", there are some roads where driving on autopilot its actually more of a thrill than driving on human pilot im like wtf it did that so perfect
1744,1744,1.0,0.5843,"car, tesla, driver, self, one, like, get, road, drive, cars",i would be totally ok if tesla left fsd as just a level 2/3 driver assist feature and lowered the price i know they wont because they are focused on solving autonomy but i love driving my car and autopilot is a nice help for longer drives 
1745,1745,2.0,0.7148,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",andrej karpathy talks about vision-only autopilot at cvpr 2021 workshop on autonomous driving 
1746,1746,2.0,0.7307,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla full self-driving fsd subscription will be cheaper if you have enhancedautopilot 
1747,1747,2.0,0.765,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", neural nets powering teslas autopilot and upcoming self-driving ai 
1748,1748,2.0,0.8247,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","yours to discover worlds most rewarding system it's ""the world's first self-driving economy"" online autopilot mode introducing ""the one and "
1749,1749,1.0,0.9085,"car, tesla, driver, self, one, like, get, road, drive, cars","took the $tsla out all weekend to test drive very smooth quite interior amazing acceleration controls easy to reach even when driving still quite a bit to learn on car autopilot is much harder to trick than media makes it out to be you really have to ""break"" the system"
1750,1750,4.0,0.7255,"tesla, full, self, work, drive, like, go, without, think, still", yeah not the full self driving but definitely autopilot makes long drives much less tiring
1751,1751,2.0,0.9041,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla unveils its new supercomputer 5th most powerful in the world to train self-driving ai - electrek ai - it is being used to train the neural nets powering teslas autopilot and upcoming self-driving ai 
1752,1752,2.0,0.8639,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",$tsla unveils its new supercomputer to train the neural nets powering teslas autopilot and upcoming self-driving ai - electrek tesla
1753,1753,2.0,0.8709,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",$tsla unveils its new supercomputer to train the neural nets powering teslas autopilot and upcoming self-driving ai - electrek tesla inc more at 
1754,1754,6.0,0.6033,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one",sometimes when am driving my brain goes on autopilot i be thinking about some serious shit and my brain just be diving the car 
1755,1755,1.0,0.5654,"car, tesla, driver, self, one, like, get, road, drive, cars",one more point i should have more clearly these cars were driving around on *manual mode* not autopilot so the same ai powering autopilot can provide enormous safety benefits when the human is driving
1756,1756,7.0,0.926,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",any new build of tesla autopilot undergoes extensive testing before release including clip unit tests 6000 hand picked challenging clips run every day on every code commit track testing 1 000 years of shadow mode driving 10 000 simulation scenarios 10 years of qa driving 
1757,1757,7.0,0.7396,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im", pretty much it's like ur brain has done it so many times it goes into autopilot the same way like u can chain all the actions u need to do while driving subcontiously but when ur new u still gotta focus on each one man humans r wild yo 
1758,1758,1.0,0.5647,"car, tesla, driver, self, one, like, get, road, drive, cars",baidu's autopilot service apollo moon should charge less than taxis ceo robin li said on wechat yesterday baidu's 5th-gen self-driving cars cost only cny480 000 usd75 000 about one-third of l4 cars 
1759,1759,2.0,0.7487,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","my point is this tired recycled pump about $tsla achieving level 5 autonomy will prove to be false why omar qazi tesla's semi-official spokesman says ""full self driving will ship with human supervision this year"" and certain autopilot crew quitting h/t 4/6 "
1760,1760,2.0,0.9267,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," quite true ""reason"" tsla give 4 wiping fsd from car is allow car 2 b cheaper more affordable considering tsla lost in european court the right to say ""full self driving"" see court rules that tesla misled consumers on autopilot and full self driving"" is this a scam "
1761,1761,2.0,0.6372,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",clocked 300 ish miles of driving on autopilot in 24 hours in our tesla model y it was extremely relaxing despite us avoiding 3 potential accidents from human drivers cutting into our lane or running us off the road dont knock it til you try it not fsd beta 
1762,1762,2.0,0.8722,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",us senate doesn't want self-driving cars on the road recent autopilot accidents as the reason selfdrivingcars selfdriving accidents senate autonomousvehicles teslas human errors
1763,1763,1.0,0.8968,"car, tesla, driver, self, one, like, get, road, drive, cars", i mean it does very well in a straight line if all i have to do is turn left and right thats ok for now i drove 50 miles last night on autopilot incredible journey makes driving so much easier only disengaged to turn left and right
1764,1764,7.0,0.3526,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",i really b driving on autopilot
1765,1765,1.0,0.4679,"car, tesla, driver, self, one, like, get, road, drive, cars",learned how to drive by force of circumstances hated it for a solid 2 years but its all good now enjoy it bc i have autopilot on so i dont have to think while driving that has its downsides bc it means i get lost very easily so i gotta know a location beforehand 
1766,1766,6.0,0.4856,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one",thirty tesla crashes linked to assisted driving system under investigation in us uslaw safety autopilot
1767,1767,2.0,0.8852,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","yours to discover worlds most rewarding system it's ""the world's first self-driving economy"" online autopilot mode introducing ""the one and only automated crowdfunding system"" where everyone succeeds your fastest/easiest way to wealth "
1768,1768,7.0,0.5089,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im"," i can but i generally don't if i can avoid it especially if i'm driving somewhere unfamiliar it gets really overwhelming and sometimes i space out and go on autopilot and then i realize a while later like ""where the hell am i going "
1769,1769,2.0,0.3985,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",autopilot and full self driving are listed as subscriptions in the app 
1770,1770,2.0,0.6277,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", your initial claim was that autopilot was safer and i pointed out that that's not the same as self driving the second two links *are* about fsd 
